Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects,is_specialty
Mexico,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,0.13,0,0.0,Green,9,0
Guatemala,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,0.1,2,0.0,Green,5,0
Brazil,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,2,0
Mexico,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,0.11,0,0.0,Green,0,0
Brazil,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,2,0
Colombia,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,0.0,0,0.0,Green,0,0
Brazil,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,0.09,2,6.0,Green,10,0
Taiwan,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,0.1,0,0.0,Blue-Green,0,0
Guatemala,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,0.11,0,2.0,Green,2,0
Brazil,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,0.0,0,0.0,Green,9,0
El Salvador,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,0.12,0,0.0,Green,0,0
Honduras,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,2,0
Malawi,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,0.13,0,0.0,Blue-Green,0,0
Brazil,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Mexico,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,4,0
United States (Hawaii),7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,0.0,0,0.0,Bluish-Green,1,0
Mexico,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,0.16,3,0.0,,8,0
Guatemala,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,2,0
Mexico,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,0.13,0,0.0,Green,3,0
Mexico,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,13,0
El Salvador,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0.0,2,0.0,Green,5,0
Mexico,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Mexico,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,3,0
Colombia,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Colombia,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Brazil,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Colombia,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,0.22,0,0.0,,2,0
Brazil,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,0.11,0,1.0,Green,5,0
Honduras,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0.11,0,1.0,Bluish-Green,2,0
Nicaragua,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,0.1,0,0.0,Green,1,0
"Tanzania, United Republic Of",7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,0.13,1,0.0,Green,6,0
"Tanzania, United Republic Of",7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Brazil,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,1,0
Thailand,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,0
Honduras,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,2,0
Guatemala,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0.09,0,0.0,Blue-Green,4,0
Brazil,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
"Tanzania, United Republic Of",7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Mexico,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Mexico,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,0.1,1,0.0,,1,0
Taiwan,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Taiwan,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,0.0,0,0.0,Green,0,0
Colombia,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,0.0,0,0.0,Bluish-Green,1,0
Mexico,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,0.15,1,0.0,,9,0
Guatemala,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,0.12,0,0.0,,2,0
Mexico,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,4,0
Mexico,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,1,0
Colombia,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,0.08,0,0.0,,0,0
Indonesia,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,0.15,0,0.0,,3,0
Colombia,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,0.0,0,7.0,Green,6,0
Brazil,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0.11,0,1.0,Green,3,0
Brazil,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,0.0,0,0.0,Green,1,0
Costa Rica,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,0.0,0,0.0,Blue-Green,0,0
"Tanzania, United Republic Of",7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,5,0
"Tanzania, United Republic Of",7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,3,0
Colombia,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,0.11,1,0.0,Green,0,0
Costa Rica,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,2,0
United States (Hawaii),7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,0
Mexico,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,0.13,0,0.0,Green,7,0
Mexico,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,0.13,3,0.0,Green,13,0
Mexico,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,11,0
Vietnam,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,0.12,0,0.0,Green,2,0
Mexico,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,1,0
United States (Hawaii),7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,0.1,0,0.0,Green,2,0
Colombia,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,0.08,1,0.0,,5,0
Honduras,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Honduras,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,0.1,0,1.0,Green,7,0
Brazil,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,0.11,0,2.0,Green,3,0
"Tanzania, United Republic Of",7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,0.13,0,0.0,Green,20,0
Laos,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,0,0
"Tanzania, United Republic Of",7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,3,0
Malawi,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0.13,0,0.0,Bluish-Green,1,0
Taiwan,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0.09,0,0.0,Green,0,0
Thailand,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Costa Rica,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,0.1,0,0.0,Green,4,0
Honduras,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,0.11,0,0.0,Green,5,0
Colombia,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,0.11,0,0.0,Green,1,0
Taiwan,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,0.12,0,0.0,Bluish-Green,0,0
Brazil,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,0,0
Mexico,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Brazil,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Brazil,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,1,0
Guatemala,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,0.11,0,0.0,Green,3,0
Brazil,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,2,0
Guatemala,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,0.0,0,0.0,Green,10,0
Colombia,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,0.07,0,0.0,,2,0
Guatemala,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,0.1,0,0.0,Green,1,0
Guatemala,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,0.11,0,2.0,Green,0,0
Honduras,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Brazil,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,4,0
El Salvador,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,0.11,0,0.0,Green,2,0
Guatemala,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,7,0
"Tanzania, United Republic Of",7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,4,0
Nicaragua,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,0.12,3,0.0,Green,4,0
Zambia,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,0.0,1,0.0,,3,0
Honduras,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Taiwan,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Mexico,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,0.12,0,0.0,Green,6,0
Mexico,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,0.13,2,0.0,,7,0
Mexico,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,0.14,2,0.0,,8,0
Mexico,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,4,0
Mexico,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,0.12,0,0.0,Green,0,0
Brazil,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,3,0
Colombia,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0.09,0,0.0,,1,0
Guatemala,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.1,1,0.0,Green,1,0
Costa Rica,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,0.0,1,0.0,Green,4,0
Brazil,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0.11,0,1.0,Green,3,0
Indonesia,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,0.11,0,1.0,Green,0,0
Guatemala,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,0.1,2,0.0,Green,6,0
Brazil,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,0.0,0,0.0,Green,1,0
Brazil,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,0.0,0,0.0,Green,0,0
Myanmar,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,0.0,0,0.0,Green,2,0
Mexico,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,7,0
Honduras,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Costa Rica,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,0.09,0,0.0,Green,0,0
Taiwan,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,0.0,0,0.0,Green,0,0
Indonesia,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,0.11,2,0.0,,6,0
Malawi,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.13,0,0.0,Green,0,0
Brazil,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Honduras,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.1,0,0.0,Green,4,0
Mexico,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Colombia,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,0.0,2,0.0,Bluish-Green,0,0
United States (Hawaii),7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,0.0,1,0.0,Bluish-Green,1,0
Brazil,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0.12,0,0.0,Bluish-Green,0,0
Guatemala,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,0.11,0,0.0,Green,1,0
Mexico,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,2,0
Mexico,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,10,0
Brazil,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0.02,0,0.0,,2,0
Colombia,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,0.05,0,0.0,,0,0
United States (Hawaii),7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,0.02,3,0.0,,12,0
Guatemala,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0.11,0,1.0,Green,1,0
Vietnam,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,0
"Tanzania, United Republic Of",7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,4,0
Brazil,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,0.1,0,0.0,Bluish-Green,1,0
Mexico,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,0.13,2,0.0,,9,0
Mexico,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.13,0,0.0,Green,23,0
Mexico,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,1,0
Mexico,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,0.12,10,0.0,Green,14,0
Mexico,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,0.12,0,0.0,,1,0
Colombia,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0.0,0,0.0,Green,1,0
Colombia,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,0.08,0,0.0,,0,0
Brazil,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0.11,0,0.0,Green,5,0
Guatemala,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,0.1,0,0.0,Green,1,0
Guatemala,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.12,0,1.0,Green,3,0
Honduras,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0.11,0,0.0,Blue-Green,2,0
"Tanzania, United Republic Of",7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,0.0,0,0.0,Green,1,0
Nicaragua,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,0.1,0,0.0,Green,1,0
Colombia,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,0.0,0,1.0,,1,0
Brazil,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,0.0,0,0.0,Green,0,0
"Tanzania, United Republic Of",7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
"Tanzania, United Republic Of",7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,7,0
Brazil,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.1,0,0.0,Green,2,0
Indonesia,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,0
Honduras,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,0.1,0,0.0,Green,5,0
Costa Rica,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,0.11,0,0.0,Green,3,0
Mexico,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,0.0,0,0.0,Green,4,0
Taiwan,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Taiwan,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Mexico,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,6,0
Guatemala,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,4,0
Mexico,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,0.13,1,0.0,Green,13,0
Mexico,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,0.11,0,0.0,Green,4,0
Mexico,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,2,0
Mexico,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,0.11,0,0.0,Green,2,0
Mexico,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,0.11,0,0.0,Green,4,0
United States (Hawaii),7.42,7.33,7.33,7.33,7.17,7.83,10.0,10.0,10.0,0.1,1,0.0,Green,1,0
Honduras,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,0.11,0,1.0,Blue-Green,3,0
Guatemala,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Taiwan,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,0.1,0,0.0,Blue-Green,0,0
Costa Rica,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
"Tanzania, United Republic Of",7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,5,0
Malawi,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,0.13,0,0.0,Green,0,0
Taiwan,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,0.0,0,0.0,,0,0
Brazil,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,3,0
Guatemala,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Mexico,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,9,0
Mexico,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,0.11,0,0.0,,0,0
Mexico,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,0.11,0,0.0,,2,0
Thailand,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,0.01,0,0.0,,0,0
Thailand,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,0.2,0,0.0,,0,0
Costa Rica,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,0.0,0,0.0,,1,0
Guatemala,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,0.1,0,0.0,Green,0,0
Nicaragua,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,3,0
Honduras,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,0.1,0,0.0,Green,5,0
Guatemala,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Taiwan,7.5,7.42,7.33,7.08,7.58,7.25,10.0,10.0,10.0,0.12,0,0.0,Green,2,0
Myanmar,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,0.0,0,0.0,Green,4,0
Costa Rica,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,0.12,1,0.0,Green,2,0
Malawi,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Guatemala,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Taiwan,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,0.11,0,0.0,Blue-Green,0,0
Brazil,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,0.0,1,0.0,Green,1,0
Haiti,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0.11,0,0.0,Bluish-Green,0,0
Taiwan,7.5,7.42,7.25,7.25,7.33,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Mexico,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,0.13,0,0.0,Green,2,0
Mexico,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,5,0
Mexico,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,0.12,0,0.0,Green,10,0
Mexico,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,6,0
Mexico,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,0.13,0,0.0,Green,5,0
Mexico,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,0.11,0,0.0,Green,3,0
Indonesia,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Brazil,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0.12,0,0.0,Blue-Green,2,0
Guatemala,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,0.11,0,0.0,Green,1,0
Colombia,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,0.06,1,0.0,,0,0
United States (Hawaii),7.33,7.33,7.33,7.5,7.5,7.83,9.33,10.0,10.0,0.0,0,0.0,,17,0
Mexico,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,0.12,1,5.0,Green,17,0
Guatemala,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,0.1,0,0.0,Green,0,0
Brazil,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,2,0
Honduras,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,0.12,0,0.0,Green,1,0
Taiwan,7.83,7.75,7.42,7.17,7.08,7.08,10.0,10.0,10.0,0.12,0,0.0,Green,0,0
Malawi,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,0.12,0,0.0,Bluish-Green,0,0
Brazil,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,0.0,0,0.0,Green,0,0
Guatemala,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,0.1,0,0.0,Green,6,0
Mexico,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,0.0,1,0.0,Green,1,0
Peru,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,0.1,1,0.0,Bluish-Green,5,0
Guatemala,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,0.12,0,0.0,Green,4,0
Mexico,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,0.13,1,0.0,,8,0
Mexico,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,0.13,0,0.0,,1,0
Colombia,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,0.11,0,0.0,Green,0,0
Colombia,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,0.16,0,0.0,,2,0
United States (Hawaii),7.83,7.0,7.0,7.58,7.58,7.5,10.0,10.0,10.0,0.01,0,0.0,,10,0
Colombia,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,10.0,0.0,0,0.0,,0,0
Honduras,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,0.11,0,2.0,Bluish-Green,3,0
Mexico,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,0.12,0,2.0,Green,0,0
Brazil,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.11,0,0.0,Green,14,0
Honduras,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,0.09,0,0.0,Green,4,0
Brazil,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,6,0
Philippines,7.08,7.33,7.42,7.33,7.33,7.5,10.0,10.0,10.0,0.14,0,0.0,Green,3,0
Malawi,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,0.13,0,0.0,Green,1,0
Honduras,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,0.12,0,0.0,Green,3,0
Mexico,7.58,7.42,7.25,7.33,7.25,7.25,10.0,10.0,10.0,0.13,4,0.0,Green,13,0
Mexico,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,0.12,0,0.0,,4,0
Brazil,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,0.11,0,0.0,Green,0,0
