Country of Origin,Altitude,Harvest Year,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Category One Defects,Color,Category Two Defects,Specialty
Nicaragua,,2009-2010,Caturra,,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,0,,0,Specialty
Thailand,,,,,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,0,,0,Specialty
Brazil,890.0,2017 / 2018,Bourbon,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,0,Green,0,Specialty
El Salvador,1350.0,2017,Bourbon,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,0,Green,1,Specialty
Colombia,1500.0,2017,Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,0,Green,1,Specialty
Taiwan,350.0,2016,Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,31,Green,0,Specialty
Ethiopia,2000.0,2016,Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,1,Bluish-Green,20,Specialty
Taiwan,775.0,2014,Typica,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,0,Green,9,Specialty
Philippines,1200.0,2015,Other,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,0,Blue-Green,1,Specialty
Philippines,1600.0,2014,Other,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
Mexico,1059.0,2015,Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,0,Blue-Green,3,Specialty
Mexico,1300.0,2015,Bourbon,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,2,Bluish-Green,8,Specialty
Brazil,11000.0,2014/2015,Moka Peaberry,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,0,Green,16,Specialty
Uganda,1650.0,2013,SL14,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,0,Green,0,Specialty
Uganda,1400.0,2013,SL14,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,4,Specialty
Guatemala,1500.0,2014,Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,0,Green,1,Specialty
Guatemala,1500.0,2014,Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,0,Green,2,Specialty
Guatemala,,2012,,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,0,Green,4,Specialty
Colombia,1900.0,2013,Caturra,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,1750.0,2013,Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
Guatemala,1706.88,2013,Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,1450.0,2013,Other,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,3,Green,5,Specialty
Mexico,1248.0,2012,Typica,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,0,Green,4,Specialty
Vietnam,1040.0,2012,Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,0,,17,Specialty
Mexico,1400.0,2012,Typica,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,1,Green,4,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1450.0,Abril - Julio /2011,,,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,0,,0,Specialty
Thailand,,,,,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,0,,0,Specialty
Kenya,1754.0,2017,SL28,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,0,Green,3,Specialty
Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,1,Green,2,Specialty
Brazil,905.0,2015,Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,0,Bluish-Green,2,Specialty
El Salvador,1250.0,2016,Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,0,Green,4,Specialty
Rwanda,1900.0,2015,Bourbon,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,0,Bluish-Green,0,Specialty
Vietnam,1040.0,2014,Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,11,Green,0,Specialty
Guatemala,1219.2,2015,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,0,Green,2,Specialty
Brazil,900.0,2015,Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,2,Green,6,Specialty
Colombia,1600.0,2014,Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,0,,1,Specialty
United States,1200.0,2014,Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,0,,9,Specialty
Guatemala,1500.0,2014,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,0,Green,4,Specialty
Colombia,1800.0,2013,Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,4,Green,4,Specialty
Colombia,1775.0,2013,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,0,Green,3,Specialty
"Tanzania, United Republic Of",1400.0,2012,Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,0,Green,5,Specialty
Mexico,1550.0,2012,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,2,Green,10,Specialty
Mexico,1250.0,2012,Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,0,Blue-Green,7,Specialty
Guatemala,1310.64,2012,Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,0,Green,10,Specialty
Mexico,1380.0,2012,Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,0,,2,Specialty
El Salvador,1200.0,2010-2011,,,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,1,,3,Specialty
Guatemala,1100.0,,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10.0,10.0,10.0,0,Green,3,Specialty
Guatemala,1800.0,2017,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,0,Green,8,Specialty
Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,0,Green,4,Specialty
Guatemala,1219.2,2017,Bourbon,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,0,Green,1,Specialty
Guatemala,1219.2,2017,Bourbon,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,0,Green,1,Specialty
Indonesia,1500.0,2017,Sulawesi,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,0,Blue-Green,15,Specialty
Guatemala,157.8864,2017,Bourbon,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Taiwan,650.0,2016,Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,0,Green,0,Specialty
El Salvador,1250.0,2017,Bourbon,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10.0,10.0,10.0,0,,4,Specialty
Costa Rica,1850.0,2016,Caturra,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,0,Bluish-Green,1,Specialty
Honduras,1400.0,2017,Caturra,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,0,Green,6,Specialty
Brazil,905.0,2015,Yellow Bourbon,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0,Bluish-Green,1,Specialty
China,1100.0,2015,Catimor,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,0,Green,0,Specialty
China,1500.0,2015,Catimor,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,1775.0,2014,Caturra,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,0,Blue-Green,2,Specialty
Malawi,1442.0,2014,Gesha,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
Guatemala,1524.0,2014,Pacas,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,0,Green,2,Specialty
Colombia,165.0,2014,Typica,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,0,Green,0,Specialty
United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,6,Blue-Green,0,Specialty
United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,0,Green,0,Specialty
Colombia,1300.0,2013,Caturra,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,0,Green,2,Specialty
Mexico,1550.0,2013,Typica,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,6,Specialty
Mexico,1200.0,2012,Typica,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10.0,10.0,10.0,0,,0,Specialty
Mexico,1200.0,2012,Typica,Natural / Dry,8.08,8.17,8.0,8.0,7.83,7.92,6.67,10.0,10.0,1,,4,Specialty
Colombia,1625.0,2012,Caturra,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,0,Green,3,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,0,Green,0,Specialty
Panama,1100.0,2012,Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,0,Green,4,Specialty
United States (Hawaii),,,,,7.75,7.67,7.5,7.83,7.17,7.42,10.0,10.0,10.0,0,,2,Specialty
Brazil,890.0,2017 / 2018,Bourbon,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,0,Green,4,Specialty
Brazil,934.0,2016,Bourbon,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,0,Bluish-Green,3,Specialty
Laos,1300.0,2015,Catimor,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
El Salvador,1200.0,2016,Pacas,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,0,Green,7,Specialty
Mexico,1300.0,2016,,,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,0,Green,3,Specialty
Colombia,,2015,,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,1,Green,9,Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Brazil,,2014,Catuai,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10.0,10.0,10.0,0,,9,Specialty
"Tanzania, United Republic Of",1700.0,2014,Other,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,0,Green,0,Specialty
"Tanzania, United Republic Of",1550.0,2014,Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,0,Green,4,Specialty
Taiwan,1200.0,2014,Typica,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,0,Green,0,Specialty
Mexico,1296.0,2014,Typica,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Uganda,1650.0,2013,SL14,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Taiwan,1240.0,2013/2014,Typica,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Thailand,1500.0,2013,Caturra,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
Colombia,1800.0,2012,Caturra,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,0,Bluish-Green,3,Specialty
El Salvador,,2012,Other,Washed / Wet,7.92,8.0,7.5,6.75,7.92,7.58,10.0,10.0,9.33,0,,17,Specialty
Guatemala,1500.0,2012,Caturra,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Thailand,,2012,Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,0,Bluish-Green,0,Specialty
Mexico,1100.0,2012,Other,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0,,2,Specialty
Mexico,950.0,2012,Typica,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10.0,10.0,10.0,0,,0,Specialty
Colombia,3850.0,Spring 2011 in Colombia.,,,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,0,Green,0,Specialty
United States (Hawaii),,,,,7.83,7.67,7.5,7.67,7.5,7.58,10.0,10.0,9.33,2,,0,Specialty
Mexico,1400.0,2010-2011,Blue Mountain,,7.75,7.58,7.25,7.75,7.67,7.58,10.0,10.0,10.0,0,,1,Specialty
Colombia,1800.0,4T/10,,,8.08,7.67,7.67,7.33,7.33,7.17,10.0,10.0,10.0,0,,3,Specialty
Colombia,,2009-2010,,,7.5,7.42,7.33,7.33,7.67,7.83,10.0,10.0,10.0,0,,2,Specialty
Guatemala,1219.2,2017,Bourbon,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0,Green,2,Specialty
Taiwan,1050.0,2016,Typica,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Brazil,,2016,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,0,Green,7,Specialty
Taiwan,200.0,2016 / 2017,,,7.25,7.25,7.0,7.08,7.0,7.0,10.0,10.0,10.0,0,Blue-Green,0,Specialty
Brazil,,2016,,,7.42,7.42,7.5,7.33,7.25,7.67,10.0,10.0,10.0,1,Green,2,Specialty
Indonesia,1250.0,2015,Typica,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,0,Blue-Green,6,Specialty
Thailand,800.0,2014,,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,0,Green,0,Specialty
Thailand,1450.0,2014,Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,0,Blue-Green,1,Specialty
"Tanzania, United Republic Of",1317.0,2014,Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,0,,1,Specialty
Uganda,1650.0,2013,SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,0,Green,0,Specialty
Costa Rica,1300.0,2013,Catuai,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,0,Green,3,Specialty
Mexico,,2014,,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,0,Green,11,Specialty
Guatemala,,2012,,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,0,Blue-Green,4,Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,0,Blue-Green,3,Specialty
Colombia,1750.0,2012,Caturra,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10.0,10.0,10.0,0,,3,Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,0,Green,0,Specialty
Mexico,1250.0,2012,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0,Green,6,Specialty
Mexico,1150.0,2012,Typica,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,0,Green,0,Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,2,Green,2,Specialty
Brazil,975.0,2011,Mundo Novo,,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,0,,4,Specialty
Brazil,890.0,2017 / 2018,Bourbon,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,0,Green,4,Specialty
Indonesia,1250.0,2017,Other,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,0,Green,5,Specialty
Honduras,1400.0,2017,Caturra,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,4,Specialty
Guatemala,1219.2,2016,Bourbon,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,0,Green,2,Specialty
Thailand,800.0,2014,,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,0,Green,0,Specialty
Thailand,1450.0,2014,Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,0,,0,Specialty
"Tanzania, United Republic Of",1600.0,2014,Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0,Green,1,Specialty
"Tanzania, United Republic Of",,2014,Other,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,0,Bluish-Green,3,Specialty
Mexico,1600.0,2013,Other,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,0,Green,1,Specialty
Brazil,1260.0,2013/2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,0,Bluish-Green,0,Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,0,Green,4,Specialty
Colombia,1750.0,2013,Caturra,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,0,Green,1,Specialty
Guatemala,1310.64,2013,Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,0,Green,0,Specialty
Mexico,1679.0,2012,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,0,,10,Specialty
Mexico,1100.0,2012,Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,0,Green,5,Specialty
Mexico,1650.0,2012,Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,0,,2,Specialty
Guatemala,,2012,Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,0,Green,5,Specialty
Brazil,1250.0,2012,Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,0,Blue-Green,4,Specialty
Colombia,1775.0,2012,Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,1,Green,3,Specialty
United States (Hawaii),,2012,Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,2,Green,3,Specialty
Guatemala,1600.0,,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,1,,14,Specialty
Honduras,1500.0,2017,Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,0,Green,6,No Specialty
Guatemala,1700.0,2017,Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,0,Green,2,No Specialty
Guatemala,1700.0,2016,Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,157.8864,2017,Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,,2017,Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,0,Green,3,No Specialty
Colombia,1600.0,2016,Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,0,Green,1,No Specialty
China,1600.0,2015,Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,,2016,,,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
"Tanzania, United Republic Of",2285.0,2015/2016,Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,0,Green,7,No Specialty
Brazil,1.0,2015/2016,Yellow Bourbon,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,0,Green,0,No Specialty
Guatemala,1400.0,2013,Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1296.0,2014,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1000.0,2012,Catuai,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,0,Blue-Green,1,No Specialty
Peru,,2013,,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,0,Green,3,No Specialty
Brazil,1260.0,2013/2014,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1170.0,2013,Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,0,Green,0,No Specialty
Honduras,,2012,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,0,,2,No Specialty
Colombia,1775.0,2013,Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,0,Green,9,No Specialty
Mexico,1560.0,2013,Typica,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,0,Green,5,No Specialty
Mexico,1400.0,2012,Typica,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,0,Green,2,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0,Green,9,No Specialty
Mexico,1170.0,2012,Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,0,Green,1,No Specialty
Mexico,1300.0,2012,Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1350.0,2012,Pacamara,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,0,Green,6,No Specialty
Mexico,1150.0,2012,Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Mexico,1250.0,2012,Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,0,,4,No Specialty
Mexico,1450.0,2012,Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,0,Bluish-Green,0,No Specialty
Colombia,442.0,2012,Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,0,,2,No Specialty
Brazil,,2012,Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,0,Blue-Green,2,No Specialty
Colombia,1750.0,2011,Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,0,Green,2,No Specialty
Colombia,1750.0,3T/2011,,,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,0,,1,No Specialty
Honduras,1396.0,2017,Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,0,Green,8,No Specialty
Brazil,982.0,2016,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,0,Green,11,No Specialty
Brazil,,2016 / 2017,,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,0,Green,14,No Specialty
Brazil,934.0,2016,Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,0,Bluish-Green,3,No Specialty
Costa Rica,1850.0,2015,Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,6,Bluish-Green,3,No Specialty
Costa Rica,1550.0,2015,Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,0,Green,0,No Specialty
China,1580.0,2015,Catimor,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,0,Green,2,No Specialty
Brazil,1268.0,2015/2016,Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,0,Green,0,No Specialty
Brazil,,2015,Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,0,Green,10,No Specialty
Guatemala,1676.4,2015,Bourbon,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,0,Green,6,No Specialty
Malawi,1450.0,2014,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,0,Green,0,No Specialty
Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,0,Blue-Green,0,No Specialty
